常看电视频道,#genre#
韩KBS,https://wms4-kortv.akamaized.net/a_live/63719963/smil:20ch011.smil/chunklist_b2500000.m3u8
台湾大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
台湾TVBS欢乐台,http://37.27.111.214:8080/live/24/hls.m3u8
印DDI,https://rrsatrtmp.tulix.tv/addis1/addis1multi.smil/chunklist_w418104290_b2130000.m3u8


电影剧场,#genre#
柚子恐怖1,http://159.75.85.63:35455/douyu/2935323
怡寶影院㊣版,http://159.75.85.63:35455/douyu/434971
文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
1905电影网,http://php.jdshipin.com:8880/1905.php?id=1905dy
神乐经典影片,http://live.iill.top/douyu.php?id=85894
神乐影片华语房,http://live.iill.top/douyu.php?id=122402
神乐影片粤语房,http://live.iill.top/douyu.php?id=6566671

香港赌片电影,http://159.75.85.63:35455/douyu/315457
香港赌片电影,https://www.goodiptv.club/douyu/315457
香港赌片电影,http://live.iill.top/douyu.php?id=315457

柚粤语电影01,http://159.75.85.63:35455/douyu/1226741
柚粤语电影02,http://159.75.85.63:35455/douyu/10338873
柚粤语电影03,http://159.75.85.63:35455/douyu/6566671
柚粤语电影04,http://159.75.85.63:35455/douyu/6478650
柚港剧01,http://159.75.85.63:35455/douyu/5061550

奶虫粤语电影,http://159.75.85.63:35455/douyu/5033502
奶虫粤语电影,http://live.iill.top/douyu.php?id=5033502
奶虫粤语电影,https://www.goodiptv.club/douyu/5033502

恐怖经典剧场,http://159.75.85.63:35455/douyu/1165374
恐怖经典剧场,https://www.goodiptv.club/douyu/1165374
恐怖经典剧场,http://live.iill.top/douyu.php?id=1165374

华语电影,http://159.75.85.63:35455/douyu/3928
华语电影,http://live.iill.top/douyu.php?id=3928
华语电影,https://www.goodiptv.club/douyu/3928

华语经典,http://159.75.85.63:35455/douyu/276200
华语经典,http://live.iill.top/douyu.php?id=276200
华语经典,https://www.goodiptv.club/douyu/276200

经典怀旧影视,http://159.75.85.63:35455/douyu/12143022
经典怀旧影视,http://live.iill.top/douyu.php?id=12143022
经典怀旧影视,https://www.goodiptv.club/douyu/12143022

小白影院,http://159.75.85.63:35455/douyu/322360
小白影院,http://live.iill.top/douyu.php?id=322360
小白影院,https://www.goodiptv.club/douyu/322360

成龙电影,http://159.75.85.63:35455/douyu/3379942
成龙电影,http://live.iill.top/douyu.php?id=3379942
成龙电影,https://www.goodiptv.club/douyu/3379942

贝爷影厅1厅,http://live.iill.top/douyu.php?id=252802
贝爷影厅1厅,http://159.75.85.63:35455/douyu/252802
贝爷影厅1厅,https://www.goodiptv.club/douyu/252802

贝爷影厅2厅,http://live.iill.top/douyu.php?id=36337
贝爷影厅2厅,http://159.75.85.63:35455/douyu/36337
贝爷影厅2厅,https://www.goodiptv.club/douyu/36337

小U恐怖片,http://live.iill.top/douyu.php?id=96577
小U恐怖片,http://159.75.85.63:35455/douyu/96577
小U恐怖片,https://www.goodiptv.club/douyu/96577

恐怖电影,http://159.75.85.63:35455/douyu/310926
恐怖电影,http://live.iill.top/douyu.php?id=310926
恐怖电影,https://www.goodiptv.club/douyu/310926

恐怖片,http://159.75.85.63:35455/douyu/12068394
恐怖片,http://live.iill.top/douyu.php?id=12068394
恐怖片,https://www.goodiptv.club/douyu/12068394

贝贝影院,http://159.75.85.63:35455/douyu/431460
贝贝影院,http://live.iill.top/douyu.php?id=431460
贝贝影院,https://www.goodiptv.club/douyu/431460

科幻经典,http://159.75.85.63:35455/douyu/508118
科幻经典,http://live.iill.top/douyu.php?id=508118
科幻经典,https://www.goodiptv.club/douyu/508118

瑶瑶恐怖电影,http://159.75.85.63:35455/douyu/2935323
瑶瑶恐怖电影,http://live.iill.top/douyu.php?id=2935323
瑶瑶恐怖电影,https://www.goodiptv.club/douyu/2935323

刀刀影院,http://159.75.85.63:35455/douyu/747764
刀刀影院,http://live.iill.top/douyu.php?id=747764
刀刀影院,https://www.goodiptv.club/douyu/747764

喜剧电影专场,http://159.75.85.63:35455/douyu/9292492
喜剧电影专场,http://live.iill.top/douyu.php?id=9292492
喜剧电影专场,https://www.goodiptv.club/douyu/9292492

电视剧频道,#genre#

爱情公寓第三季,http://159.75.85.63:35455/douyu/6566658
爱情公寓第三季,http://159.75.85.63:35455/douyu/6863367

庆余年,http://159.75.85.63:35455/douyu/7489563
庆余年,https://www.goodiptv.club/douyu/7489563
庆余年,http://live.iill.top/douyu.php?id=7489563

狂飙,http://cfss.cc/api/yy/1508778570.flv

都挺好,http://cfss.cc/api/yy/1382736892.flv
都挺好,https://cfss.cc/api/yy/1382736892.flv

欢乐颂,http://cfss.cc/api/yy/1382735624.flv
平凡岁月,http://cfss.cc/api/yy/1382745117.flv
小欢喜,http://cfss.cc/api/yy/1382737888.flv
情满四合院,http://cfss.cc/api/yy/1382735541.flv

好先生,http://cfss.cc/api/hy/11602088.m3u8
好先生,https://www.goodiptv.club/huya/11602088
好先生,https://live.metshop.top/huya/11602088

读心神探,http://cfss.cc/api/yy/1382736875.flv

施公奇案,http://cfss.cc/api/yy/1382749918.flv
施公奇案2,http://cfss.cc/api/yy/1382736824.flv

综艺,#genre#

动游新天地,#genre#

动漫频道01,https://yamatovideo-yamatoanimation-1-it.samsung.wurl.tv/1200.m3u8

动漫花园,http://live.iill.top/douyu.php?id=426517
动漫花园,http://159.75.85.63:35455/douyu/426517
动漫花园,https://www.goodiptv.club/douyu/426517

柚动漫01,http://159.75.85.63:35455/douyu/9455567

动漫合集,http://live.iill.top/douyu.php?id=7620081
动漫合集,http://159.75.85.63:35455/douyu/7620081
动漫合集,https://www.goodiptv.club/douyu/7620081

宫崎骏动漫,http://live.iill.top/douyu.php?id=4540290
宫崎骏动漫,http://159.75.85.63:35455/douyu/4540290
宫崎骏动漫,https://www.goodiptv.club/douyu/4540290

柯南,http://live.iill.top/douyu.php?id=6484910
柯南,http://159.75.85.63:35455/douyu/6484910
柯南,https://www.goodiptv.club/douyu/6484910

犬夜叉,http://live.iill.top/douyu.php?id=11906591
犬夜叉,http://159.75.85.63:35455/douyu/11906591
犬夜叉,https://www.goodiptv.club/douyu/11906591

哆啦A梦剧场版,#genre#

大雄的恐龙1980,https://vip.lz-cdn17.com/20230610/15212_1a02a69b/2000k/hls/mixed.m3u8
大雄的恐龙1980,https://vip.lz-cdn17.com/20230610/15209_0983acac/2000k/hls/mixed.m3u8

大雄的宇宙开拓史1981,https://vip.ffzy-play2.com/20230102/19142_5c63f288/2000k/hls/mixed.m3u8
大雄的宇宙开拓史1981,https://vip.ffzy-online2.com/20230521/37669_3937586f/2000k/hls/mixed.m3u8

大雄的大魔境1982,https://vip.lz-cdn17.com/20230610/15207_4df762fb/2000k/hls/mixed.m3u8
大雄的大魔境1982,https://vip.lz-cdn17.com/20230610/15204_3f3236dc/2000k/hls/mixed.m3u8

大雄的海底鬼岩城1983,https://vip.lz-cdn17.com/20230610/15210_91a2d8b8/2000k/hls/mixed.m3u8
大雄的海底鬼岩城1983,https://vip.lz-cdn17.com/20230610/15208_0481a80d/2000k/hls/mixed.m3u8

大雄的魔界大冒险1984,https://vip.lz-cdn17.com/20230610/15220_c4f67945/2000k/hls/mixed.m3u8
大雄的魔界大冒险1984,https://vip.lz-cdn17.com/20230610/15218_9a45cf98/2000k/hls/mixed.m3u8

大雄的宇宙小战争1985,https://vip1.lz-cdn5.com/20220609/23676_d7ab17ee/1200k/hls/mixed.m3u8
大雄的宇宙小战争1985,https://vip.lz-cdn17.com/20230610/15240_e8d570a8/2000k/hls/mixed.m3u8

大雄与铁人兵团1986,https://vip.lz-cdn17.com/20230610/15263_5456982d/2000k/hls/mixed.m3u8
大雄与铁人兵团1986,https://vip.lz-cdn17.com/20230610/15261_db037a1a/2000k/hls/mixed.m3u8

大雄与龙骑士1987,https://vip.lz-cdn17.com/20230610/15255_4c32c0fe/2000k/hls/mixed.m3u8
大雄与龙骑士1987,https://vip.lz-cdn17.com/20230610/15254_85118df5/2000k/hls/mixed.m3u8

大雄的平行西游记1988,https://vip.lz-cdn17.com/20230610/15225_084c0f2a/2000k/hls/mixed.m3u8
大雄的平行西游记1988,https://vip.lz-cdn17.com/20230610/15226_74b178c2/2000k/hls/mixed.m3u8

大雄的日本诞生1989,https://vip.lz-cdn17.com/20230610/15228_04139379/2000k/hls/mixed.m3u8
大雄的日本诞生1989,https://vip.lz-cdn17.com/20230610/15229_28f70719/2000k/hls/mixed.m3u8

大雄与动物行星1990,https://vip.lz-cdn17.com/20230610/15248_48d56e7e/2000k/hls/mixed.m3u8
大雄与动物行星1990,https://vip.lz-cdn17.com/20230610/15249_f9f76563/2000k/hls/mixed.m3u8

大雄的天方夜谭1991,https://vip.lz-cdn17.com/20230610/15232_43d0b2db/2000k/hls/mixed.m3u8
大雄的天方夜谭1991,https://vip.lz-cdn17.com/20230610/15233_088b94e6/index.m3u8

大雄与云之王国1992,https://vip.lz-cdn17.com/20230610/15270_ca1284cd/index.m3u8
大雄与云之王国1992,https://vip.lz-cdn17.com/20230610/15268_96d0c3b5/index.m3u8

大雄与白金迷宫1993,https://vip.lz-cdn17.com/20230610/15247_b047422e/index.m3u8
大雄与白金迷宫1993,https://vip.lz-cdn17.com/20230610/15246_0f7ac29a/index.m3u8

大雄与梦幻三剑士1994,https://vip.lz-cdn17.com/20230610/15258_e24f290a/index.m3u8
大雄与梦幻三剑士1994,https://yzzy.play-cdn3.com/20220506/17243_845c8126/index.m3u8

大雄的创世日记1995,https://vip.lz-cdn17.com/20230610/15206_76d57263/index.m3u8
大雄的创世日记1995,https://vip.lz-cdn17.com/20230610/15205_1a4a4924/index.m3u8

大雄与银河超特急1996,https://vip.lz-cdn17.com/20230610/15267_8b8ce402/index.m3u8
大雄与银河超特急1996,https://vip.lz-cdn17.com/20230610/15266_1609666d/index.m3u8

大雄的发条都市冒险记1997,https://yzzy.play-cdn3.com/20220506/17241_336b1baf/index.m3u8

大雄的南海大冒险1998,https://vip.lz-cdn17.com/20230610/15222_877ecedc/index.m3u8
大雄的南海大冒险1998,https://vip.lz-cdn17.com/20230610/15221_c5761c9f/index.m3u8

大雄的宇宙漂流记1999,https://vip.lz-cdn17.com/20230610/15238_e447c44d/index.m3u8
大雄的宇宙漂流记1999,https://vip.lz-cdn17.com/20230610/15239_95b31cc5/index.m3u8

大雄的太阳王传说2000,https://vip.lz-cdn17.com/20230610/15230_b5a6a36c/index.m3u8
大雄的太阳王传说2000,https://vip.lz-cdn17.com/20230610/15231_56adf24c/index.m3u8

大雄与翼之勇者2001,https://vip.lz-cdn17.com/20230610/15265_71110534/index.m3u8
大雄与翼之勇者2001,https://vip.lz-cdn17.com/20230610/15264_f714a9a9/index.m3u8

大雄与机器人王国2002,https://vip.lz-cdn17.com/20230610/15253_91d582ac/index.m3u8
大雄与机器人王国2002,https://vip.lz-cdn17.com/20230610/15251_baafd78c/index.m3u8

大雄与风之使者2003,https://vip.ffzy-online2.com/20230521/37674_e041183b/index.m3u8
大雄与风之使者2003,https://vip.lz-cdn17.com/20230610/15250_98cd3157/index.m3u8

大雄的猫狗时空传2004,https://vip.lz-cdn17.com/20230610/15216_d76a8b70/index.m3u8
大雄的猫狗时空传2004,https://vip.lz-cdn17.com/20230610/15215_340fd0c9/index.m3u8

大雄的恐龙2006,https://vip.ffzy-play7.com/20221126/7194_3f42b393/index.m3u8
大雄的恐龙2006,https://vip.lz-cdn17.com/20230610/15213_e11a95ae/index.m3u8

大雄的新魔界大冒险2007,https://vip.lz-cdn17.com/20230610/15235_dc81f8d7/index.m3u8
大雄的新魔界大冒险2007,https://vip.lz-cdn17.com/20230610/15234_946c6af0/index.m3u8

大雄与绿巨人传2008,https://vip.lz-cdn17.com/20230610/15257_36e9219d/index.m3u8
大雄与绿巨人传2008,https://vip.lz-cdn17.com/20230610/15256_69a5c410/index.m3u8

新·大雄的宇宙开拓史2009,https://vip.lz-cdn17.com/20230610/15275_d70eecce/2000k/hls/mixed.m3u8
新·大雄的宇宙开拓史2009,https://vip.lz-cdn17.com/20230610/15274_b5cdbe20/2000k/hls/mixed.m3u8

大雄的人鱼大海战2010,https://vip.lz-cdn17.com/20230610/15227_995f6965/index.m3u8
大雄的人鱼大海战2010,https://vip.lzcdn2.com/20220330/1403_4c25bd02/index.m3u8

新·大雄与铁人兵团2011,https://vip.lz-cdn17.com/20230610/15276_0b9af7c8/index.m3u8
新·大雄与铁人兵团2011,https://vip.lz-cdn17.com/20230610/15273_675005bc/index.m3u8

大雄与奇迹之岛2012,https://vip.lz-cdn17.com/20230610/15262_848a2cf9/index.m3u8
大雄与奇迹之岛2012,https://vip.lz-cdn17.com/20230610/15259_c29f4756/index.m3u8

大雄的秘密道具博物馆2013,https://vip.ffzy-play2.com/20230102/19139_566faafc/index.m3u8
大雄的秘密道具博物馆2013,https://vip.lz-cdn17.com/20230610/15219_419a90da/index.m3u8

新·大雄的大魔境2014,https://vip.ffzy-online1.com/20230102/20102_52171424/index.m3u8
新·大雄的大魔境2014,https://vip.lz-cdn17.com/20230610/15269_1ccfd912/index.m3u8

大雄的宇宙英雄记2015,https://vip.lz-cdn17.com/20230610/15242_bc59e458/index.m3u8
大雄的宇宙英雄记2015,https://vip.lz-cdn17.com/20230610/15241_69eea943/index.m3u8

新·大雄的日本诞生2016,https://vip.lz-cdn17.com/20230610/15271_caac01c2/index.m3u8
新·大雄的日本诞生2016,https://vip1.lz-cdn1.com/20220527/6779_d3ba145b/index.m3u8

大雄的南极冰冰凉大冒险2017,https://vip.lz-cdn17.com/20230610/15224_32bce45b/index.m3u8
大雄的南极冰冰凉大冒险2017,https://vip.lz-cdn17.com/20230610/15223_1d5c4cf8/index.m3u8

大雄的金银岛2018,https://vip.lz-cdn17.com/20230611/15277_136c6737/index.m3u8
大雄的金银岛2018,https://vip.ffzy-play6.com/20221203/9491_7d5b4a75/index.m3u8

大雄的月球探险记2019,https://vip.ffzy-play6.com/20221111/5564_e7e09b89/index.m3u8
大雄的月球探险记2019,https://vip.ffzy-play6.com/20221111/5565_1e250e14/index.m3u8

大雄的新恐龙2020,https://vip1.lz-cdn10.com/20220417/1396_05aa92a0/index.m3u8
大雄的新恐龙2020,https://vip1.lz-cdn10.com/20220417/1395_cb6b4a0e/index.m3u8

大雄的宇宙小战争2021,https://v8.tlkqc.com/wjv8/202402/10/gYqQ4fhzzW1/video/index.m3u8
大雄的宇宙小战争2021,https://vip.ffzy-play7.com/20221203/7803_78130dca/index.m3u8

大雄与天空的理想乡2023,https://c3.monidai.com/20230822/Ke4lk4tf/index.m3u8
大雄与天空的理想乡2023,https://vip.ffzy-online2.com/20230820/43018_0fe6d477/index.m3u8
大雄与天空的理想乡2023,https://yzzy1.play-cdn16.com/20230821/18178_66f3016d/index.m3u8

大雄的地球交响乐2024,
大雄的地球交响乐2024,

哆啦A梦：伴我同行,https://vip1.lz-cdn7.com/20221228/12970_740db14e/index.m3u8
哆啦A梦：伴我同行,https://vip1.lz-cdn7.com/20221228/12969_cf992ced/index.m3u8

哆啦A梦：伴我同行2,https://vip.lz-cdn17.com/20230612/15278_bc55839f/index.m3u8
哆啦A梦：伴我同行2,https://vip.lz-cdn17.com/20230612/15279_cb7626cb/index.m3u8

美食频道,#genre#
孤独的美食家,http://live.iill.top/douyu.php?id=6733133
孤独的美食家,http://live.iill.top/douyu.php?id=260322
威廉沈欢乐送,https://v.cdnlz13.com/20240302/25081_5841e708/index.m3u8
美食台,http://live.iill.top/douyu.php?id=3091151
美味小舍,http://live.iill.top/douyu.php?id=9540821
日食记,http://live.iill.top/douyu.php?id=2206405
与光料理,http://live.iill.top/douyu.php?id=9665266
美食纪录片,http://live.iill.top/douyu.php?id=9290734

孤独的美食家,https://www.goodiptv.club/douyu/6733133
孤独的美食家,https://www.goodiptv.club/douyu/260322
美食台,https://www.goodiptv.club/douyu/3091151
美味小舍,https://www.goodiptv.club/douyu/9540821
日食记,https://www.goodiptv.club/douyu/2206405
与光料理,https://www.goodiptv.club/douyu/9665266
美食纪录片,https://www.goodiptv.club/douyu/9290734

孤独的美食家,http://159.75.85.63:35455/douyu/6733133
孤独的美食家,http://159.75.85.63:35455/douyu/260322
美食台,http://159.75.85.63:35455/douyu/3091151
美味小舍,http://159.75.85.63:35455/douyu/9540821
日食记,http://159.75.85.63:35455/douyu/2206405
与光料理,http://159.75.85.63:35455/douyu/9665266
美食纪录片,http://159.75.85.63:35455/douyu/9290734

直播中国,#genre#
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
直播中国精编直播,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
湖南张家界水绕四门,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
湖南张家界将军列队,https://gcalic.v.myalicdn.com/gc/zjjjjdl_1/index.m3u8
湖南张家界阿凡达悬浮山,https://gcalic.v.myalicdn.com/gc/zjjafdxfs_1/index.m3u8
湖南张家界迷魂台,https://gcalic.v.myalicdn.com/gc/zjjmht_1/index.m3u8
湖南张家界宝峰湖,https://gcalic.v.myalicdn.com/gc/zjjbfh_1/index.m3u8
湖南张家界御笔峰,https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
四川峨眉山云海日出,https://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8
四川峨眉山远眺贡嘎雪山,https://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8
四川峨眉山普贤菩萨铜像,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
四川峨眉山远眺万佛顶,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
浙江杭州云栖小镇,https://gcalic.v.myalicdn.com/gc/wygjt2_1/index.m3u8
浙江杭州云栖小镇,https://gcalic.v.myalicdn.com/gc/wygjt2_1/index.m3u8
重庆石柱华溪村,https://gcalic.v.myalicdn.com/gc/jsh02_1/index.m3u8
安徽金寨大湾村,https://gcalic.v.myalicdn.com/gc/szgk01_1/index.m3u8
山西苛岚宋家沟新村,https://gcalic.v.myalicdn.com/gc/wysdhpcy_1/index.m3u8
河北张北德胜村,https://gcalic.v.myalicdn.com/gc/pygc01_1/index.m3u8
河北张北德胜村,https://gcalic.v.myalicdn.com/gc/pygc01_1/index.m3u8
新疆天山(海西平台),https://gcalic.v.myalicdn.com/gc/xjtchxpt_1/index.m3u8
新疆天山(定海神针),https://gcalic.v.myalicdn.com/gc/xjtcdhsz_1/index.m3u8
新疆天山(定海神针),https://gcalic.v.myalicdn.com/gc/xjtcdhsz_1/index.m3u8
新疆天山(马牙山),https://gcalic.v.myalicdn.com/gc/xjtcmys_1/index.m3u8
新疆天山(灯杆山),https://gcalic.v.myalicdn.com/gc/xjtcdgs_1/index.m3u8
湖南张家界天门山西线玻璃栈道,https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
湖南张家界天门山天门洞,https://gcalic.v.myalicdn.com/gc/tmstmd01_1/index.m3u8
湖南张家界天门山天空步道,https://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8
湖南张家界天门山天空步道,https://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8
湖南张家界天门山云梦仙顶,https://gcalic.v.myalicdn.com/gc/tms04_1/index.m3u8
厦门鼓浪屿,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
厦门鼓浪屿,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
广西玉林大容山莲花山顶,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
八里沟风景区桃花湾瀑布,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
八里沟风景区天界山玻璃栈道,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
汶川映秀新城,https://gcalic.v.myalicdn.com/gc/wcyxxc01_1/index.m3u8
十八洞村,https://gcalic.v.myalicdn.com/gc/sbd01_1/index.m3u8
趵突泉,https://gcalic.v.myalicdn.com/gc/btq01_1/index.m3u8
安徽池州九华山风景区拜经台,https://gcalic.v.myalicdn.com/gc/jhs02_1/index.m3u8
安徽池州九华山风景区九华山,https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
安徽池州九华山风景区九华山,https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
安徽池州九华山风景区花台,https://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台南,https://gcalic.v.myalicdn.com/gc/ylh03_1/index.m3u8
浙江杭州千岛湖,https://gcalic.v.myalicdn.com/gc/caqdh_1/index.m3u8
浙江杭州千岛湖,https://gcalic.v.myalicdn.com/gc/caqdh_1/index.m3u8
南京玄武湖公园,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
云南丽江玉龙雪山,https://gcalic.v.myalicdn.com/gc/ylxs11_1/index.m3u8
云南丽江玉液湖,https://gcalic.v.myalicdn.com/gc/hkylxs02_1/index.m3u8
云南丽江蓝月谷,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
云南白沙远眺玉龙雪山,https://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
云南丽江一滴水过丽江,https://gcalic.v.myalicdn.com/gc/hkylxs04_1/index.m3u8
云南丽江玉龙雪山草甸,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
云南丽江白水台,https://gcalic.v.myalicdn.com/gc/hkylxs07_1/index.m3u8
云南丽江蓝月谷中游湖面,https://gcalic.v.myalicdn.com/gc/hkylxs08_1/index.m3u8
云南丽江高尔夫,https://gcalic.v.myalicdn.com/gc/hkylxs09_1/index.m3u8
云南丽江冰川,https://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8
云南丽江印象实景,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
江苏南京牛首山,https://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
福建漳州六鳌翡翠湾,https://gcalic.v.myalicdn.com/gc/fcw01_1/index.m3u8
福建漳州醉美沙滩翡翠湾,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
天津之眼,https://gcalic.v.myalicdn.com/gc/tjhh01_1/index.m3u8
天津之眼,https://gcalic.v.myalicdn.com/gc/tjhh01_1/index.m3u8
四川西昌邛海景区,https://gcalic.v.myalicdn.com/gc/xcqh01_1/index.m3u8
普陀山,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
浙江舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
河南郑东新区千玺广场,https://gcalic.v.myalicdn.com/gc/zdxq01_1/index.m3u8
四川四姑娘山幺妹峰,https://gcalic.v.myalicdn.com/gc/sgns01_1/index.m3u8
四川四姑娘山隆珠措,https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
宁夏沙坡头长河落日,https://gcalic.v.myalicdn.com/gc/nxsptdmgychlr_1/index.m3u8
宁夏沙坡头大漠孤烟,https://gcalic.v.myalicdn.com/gc/nxsptdmgy_1/index.m3u8
丽江古城大研花巷观景,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
丽江古城大研花巷观景,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
丽江古城大水车,https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
丽江古城万古楼遥望玉龙雪山,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
狮子山鸟瞰丽江古城,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
云台山小寨沟,https://gcalic.v.myalicdn.com/gc/ytsxzg_1/index.m3u8
云台山百家岩,https://gcalic.v.myalicdn.com/gc/ytsbjy_1/index.m3u8
云台山红石峡,https://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8
云台山茱萸峰,https://gcalic.v.myalicdn.com/gc/ytszyf_1/index.m3u8
云台山茱萸峰,https://gcalic.v.myalicdn.com/gc/ytszyf_1/index.m3u8
雪乡梦幻家园,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
雪乡梦幻家园观景台,https://gcalic.v.myalicdn.com/gc/mdjxxmhjygjt_1/index.m3u8
雪乡梦幻家园观景台,https://gcalic.v.myalicdn.com/gc/mdjxxmhjygjt_1/index.m3u8
雪乡大石碑,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
